date,T2M,RH2M,heat_index_c,heat_index_f,heat_risk_level,heat_risk_color
2023-10-03,26.24,85.85,28.437447080100508,83.18740474418091,Caution,yellow
2023-10-04,26.26,86.57,28.52302130715556,83.34143835288,Caution,yellow
2023-10-05,25.82,87.03,27.50914481096696,81.51646065974053,Caution,yellow
2023-10-06,26.09,85.84,28.08829736379553,82.55893525483195,Caution,yellow
2023-10-07,26.49,86.21,29.058232219719635,84.30481799549534,Caution,yellow
2023-10-08,27.15,83.12,30.402789981681696,86.72502196702706,Caution,yellow
2023-10-09,26.84,82.8,29.62981698927576,85.33367058069636,Caution,yellow
2023-10-10,25.99,83.43,27.77116621220462,81.98809918196831,Caution,yellow
2023-10-11,26.17,81.64,28.07429651671604,82.53373373008887,Caution,yellow
2023-10-12,27.44,77.74,30.47597528261018,86.85675550869833,Caution,yellow
2023-10-13,27.74,76.37,30.96954181451243,87.74517526612237,Caution,yellow
2023-10-14,27.78,72.26,30.525624095328016,86.94612337159043,Caution,yellow
2023-10-15,27.44,77.19,30.41215775593912,86.74188396069042,Caution,yellow
2023-10-16,27.76,76.57,31.040375380528044,87.87267568495048,Caution,yellow
2023-10-17,27.63,75.47,30.61596477320269,87.10873659176484,Caution,yellow
2023-10-18,26.96,77.28,29.406397937175615,84.93151628691611,Caution,yellow
2023-10-19,27.04,75.36,29.39452797035114,84.91015034663205,Caution,yellow
2023-10-20,27.72,74.32,30.662477846399934,87.19246012351988,Caution,yellow
2023-10-21,27.46,76.12,30.331767418283018,86.59718135290943,Caution,yellow
2023-10-22,27.48,77.2,30.50066640684348,86.90119953231826,Caution,yellow
2023-10-23,26.83,73.63,28.85042404142612,83.93076327456701,Caution,yellow
2023-10-24,26.68,73.59,28.577268025070296,83.43908244512653,Caution,yellow
2023-10-25,25.92,71.17,26.42588333333334,79.56659,Low Risk,green
2023-10-26,25.32,65.69,25.622794444444438,78.12102999999999,Low Risk,green
2023-10-27,24.73,64.9,24.953166666666675,76.91570000000002,Low Risk,green
2023-10-28,25.12,64.73,25.377727777777782,77.67991,Low Risk,green
2023-10-29,25.26,63.93,25.510838888888898,77.91951000000002,Low Risk,green
2023-10-30,25.0,65.25,25.259305555555557,77.46675,Low Risk,green
2023-10-31,24.78,67.0,25.063000000000002,77.1134,Low Risk,green
2023-11-01,24.59,70.12,24.93546666666667,76.88384,Low Risk,green
2023-11-02,24.93,69.93,25.304505555555554,77.54811,Low Risk,green
2023-11-03,25.31,69.14,25.701877777777767,78.26337999999998,Low Risk,green
2023-11-04,25.78,66.62,26.153077777777778,79.07554,Low Risk,green
2023-11-05,26.29,72.09,27.826519834328305,82.08773570179095,Caution,yellow
2023-11-06,25.16,71.9,25.608944444444447,78.0961,Low Risk,green
2023-11-07,25.66,76.32,26.274355555555555,79.29384,Low Risk,green
2023-11-08,26.07,81.78,27.874036040701938,82.17326487326349,Caution,yellow
2023-11-09,26.56,82.13,28.93960318020526,84.09128572436947,Caution,yellow
2023-11-10,25.68,86.64,26.56582222222222,79.81848,Low Risk,green
2023-11-11,26.08,74.28,27.584341469608084,81.65181464529455,Caution,yellow
2023-11-12,25.8,70.49,26.276127777777774,79.29702999999999,Low Risk,green
2023-11-13,24.98,70.54,25.375433333333334,77.67578,Low Risk,green
2023-11-14,24.93,67.93,25.252283333333335,77.45411,Low Risk,green
2023-11-15,24.24,68.0,24.495111111111115,76.0912,Low Risk,green
2023-11-16,24.22,66.02,24.42141111111112,75.95854000000001,Low Risk,green
2023-11-17,23.92,66.33,24.099505555555563,75.37911000000001,Low Risk,green
2023-11-18,24.09,68.25,24.336638888888885,75.80595,Low Risk,green
2023-11-19,25.35,72.54,25.83465555555555,78.50237999999999,Low Risk,green
2023-11-20,26.39,70.45,27.898168763310082,82.21670377395814,Caution,yellow
2023-11-21,25.02,69.59,25.394627777777778,77.71033,Low Risk,green
2023-11-22,23.82,67.69,24.025016666666673,75.24503000000001,Low Risk,green
2023-11-23,24.2,68.09,24.453461111111114,76.01623000000001,Low Risk,green
2023-11-24,26.14,72.67,27.613815027195255,81.70486704895146,Caution,yellow
2023-11-25,26.83,70.86,28.63728905768666,83.547120303836,Caution,yellow
2023-11-26,25.79,82.77,26.585772222222218,79.85439,Low Risk,green
2023-11-27,25.65,84.42,26.474855555555564,79.65474000000002,Low Risk,green
2023-11-28,24.31,83.86,24.98623333333332,76.97521999999998,Low Risk,green
2023-11-29,23.3,81.23,23.806561111111105,74.85180999999999,Low Risk,green
2023-11-30,23.86,82.04,24.443711111111114,75.99868000000001,Low Risk,green
2023-12-01,23.68,83.39,24.280961111111115,75.70573,Low Risk,green
2023-12-02,24.91,78.83,25.514894444444437,77.92680999999999,Low Risk,green
2023-12-03,25.47,75.05,26.032194444444446,78.85795,Low Risk,green
2023-12-04,26.11,75.79,27.698372593719803,81.85707066869564,Caution,yellow
2023-12-05,25.52,71.85,26.00363888888889,78.80655,Low Risk,green
2023-12-06,24.57,72.12,24.965688888888888,76.93824,Low Risk,green
2023-12-07,24.46,73.0,24.86766666666667,76.76180000000001,Low Risk,green
2023-12-08,24.19,73.51,24.583983333333336,76.25117,Low Risk,green
2023-12-09,24.72,68.87,25.045827777777774,77.08248999999999,Low Risk,green
2023-12-10,24.51,71.24,24.87671111111111,76.77808,Low Risk,green
2023-12-11,24.28,71.95,24.642249999999997,76.35605,Low Risk,green
2023-12-12,23.46,70.28,23.696644444444452,74.65396000000001,Low Risk,green
2023-12-13,23.86,67.11,24.05387222222222,75.29697,Low Risk,green
2023-12-14,24.02,63.28,24.129866666666665,75.43375999999999,Low Risk,green
2023-12-15,23.45,59.93,23.415394444444438,74.14770999999999,Low Risk,green
2023-12-16,22.55,60.77,22.44732777777778,72.40519,Low Risk,green
2023-12-17,23.55,67.15,23.713916666666663,74.68504999999999,Low Risk,green
2023-12-18,23.24,64.3,23.298499999999997,73.9373,Low Risk,green
2023-12-19,23.03,60.35,22.964361111111113,73.33585000000001,Low Risk,green
2023-12-20,21.87,58.44,21.638488888888883,70.94927999999999,Low Risk,green
2023-12-21,21.79,58.9,21.562499999999993,70.81249999999999,Low Risk,green
2023-12-22,23.51,52.96,23.2994,73.93892,Low Risk,green
2023-12-23,24.49,54.41,24.41526111111111,75.94747,Low Risk,green
2023-12-24,24.22,53.66,24.09867777777778,75.37762000000001,Low Risk,green
2023-12-25,24.49,53.31,24.38653888888889,75.89577,Low Risk,green
2023-12-26,24.08,54.22,23.959299999999992,75.12673999999998,Low Risk,green
2023-12-27,24.13,57.23,24.09289444444444,75.36720999999999,Low Risk,green
2023-12-28,24.29,58.23,24.295005555555555,75.73101,Low Risk,green
2023-12-29,25.22,54.61,25.22348333333334,77.40227000000002,Low Risk,green
2023-12-30,24.94,59.36,25.03951111111111,77.07112,Low Risk,green
2023-12-31,25.07,58.35,25.15613888888889,77.28105000000001,Low Risk,green
2024-01-01,24.68,60.93,24.794505555555556,76.63011,Low Risk,green
2024-01-02,24.09,59.98,24.120699999999992,75.41725999999998,Low Risk,green
2024-01-03,23.56,58.83,23.507672222222233,74.31381000000002,Low Risk,green
2024-01-04,22.72,56.52,22.523355555555565,72.54204000000001,Low Risk,green
2024-01-05,21.44,58.2,21.159222222222215,70.08659999999999,Low Risk,green
2024-01-06,23.06,59.31,22.97020555555555,73.34637,Low Risk,green
2024-01-07,24.34,66.73,24.57195,76.22951,Low Risk,green
2024-01-08,26.04,59.62,26.256300000000003,79.26134,Low Risk,green
2024-01-09,25.73,64.74,26.048988888888882,78.88817999999999,Low Risk,green
2024-01-10,25.92,61.47,26.17260555555556,79.11069,Low Risk,green
2024-01-11,26.68,60.29,27.706108123619153,81.87099462251447,Caution,yellow
2024-01-12,26.46,54.63,26.58800555555555,79.85840999999999,Low Risk,green
2024-01-13,26.0,56.25,26.12430555555556,79.02375,Low Risk,green
2024-01-14,24.57,51.18,24.41892222222222,75.95406,Low Risk,green
2024-01-15,22.46,46.99,21.988516666666666,71.57933,Low Risk,green
2024-01-16,21.47,50.53,20.99195,69.78551,Low Risk,green
2024-01-17,21.76,59.44,21.5436,70.77848,Low Risk,green
2024-01-18,22.0,60.56,21.836844444444445,71.30632,Low Risk,green
2024-01-19,22.18,54.63,21.880005555555556,71.38401,Low Risk,green
2024-01-20,22.66,56.87,22.466494444444443,72.43969,Low Risk,green
2024-01-21,22.93,50.56,22.59873333333334,72.67772000000001,Low Risk,green
2024-01-22,23.03,50.34,22.702988888888893,72.86538,Low Risk,green
2024-01-23,21.87,42.88,21.232199999999995,70.21795999999999,Low Risk,green
2024-01-24,21.74,39.82,21.009299999999996,69.81674,Low Risk,green
2024-01-25,22.39,38.69,21.694794444444444,71.05063,Low Risk,green
2024-01-26,23.54,39.77,22.987994444444453,73.37839000000001,Low Risk,green
2024-01-27,24.88,41.99,24.5199611111111,76.13592999999999,Low Risk,green
2024-01-28,24.99,43.14,24.67098888888889,76.40778,Low Risk,green
2024-01-29,24.95,41.04,24.57215555555556,76.22988000000001,Low Risk,green
2024-01-30,24.42,42.87,24.03693888888889,75.26649,Low Risk,green
2024-01-31,24.11,50.28,23.88942222222222,75.00095999999999,Low Risk,green
2024-02-01,23.02,62.49,23.009238888888888,73.41663,Low Risk,green
2024-02-02,23.82,58.78,23.792366666666666,74.82626,Low Risk,green
2024-02-03,26.23,43.6,26.046999999999993,78.88459999999999,Low Risk,green
2024-02-04,27.23,43.02,27.203059139649504,80.96550645136911,Caution,yellow
2024-02-05,27.02,44.68,27.125020374741414,80.82503667453454,Caution,yellow
2024-02-06,26.68,45.82,26.59996666666667,79.87994,Low Risk,green
2024-02-07,26.43,48.38,26.391811111111117,79.50526,Low Risk,green
2024-02-08,26.32,41.94,26.10265555555556,78.98478000000001,Low Risk,green
2024-02-09,26.04,42.83,25.81789444444445,78.47221,Low Risk,green
2024-02-10,25.17,39.59,24.77629444444445,76.59733000000001,Low Risk,green
2024-02-11,24.96,36.76,24.4714,76.04852,Low Risk,green
2024-02-12,25.42,39.34,25.044766666666664,77.08058,Low Risk,green
2024-02-13,25.08,41.39,24.72429444444444,76.50372999999999,Low Risk,green
2024-02-14,25.71,32.14,25.175766666666682,77.31638000000002,Low Risk,green
2024-02-15,26.63,33.67,26.227716666666666,79.20989,Low Risk,green
2024-02-16,28.04,41.09,27.77522677410508,81.99540819338914,Caution,yellow
2024-02-17,28.61,38.58,28.11078256199332,82.59940861158798,Caution,yellow
2024-02-18,28.23,38.04,27.731363885177853,81.91645499332013,Caution,yellow
2024-02-19,27.57,39.26,27.25895907048986,81.06612632688174,Caution,yellow
2024-02-20,26.05,55.65,26.163638888888887,79.09455,Low Risk,green
2024-02-21,25.18,67.66,25.520233333333334,77.93642,Low Risk,green
2024-02-22,25.0,65.1,25.255388888888895,77.45970000000001,Low Risk,green
2024-02-23,24.63,54.44,24.57004444444444,76.22608,Low Risk,green
2024-02-24,24.68,28.2,23.93988888888889,75.0918,Low Risk,green
2024-02-25,25.28,21.75,24.431472222222226,75.97665,Low Risk,green
2024-02-26,28.0,31.49,27.166563358192015,80.89981404474563,Caution,yellow
2024-02-27,29.1,36.8,28.431703020032987,83.17706543605938,Caution,yellow
2024-02-28,30.16,39.52,29.81874663880679,85.67374394985222,Caution,yellow
2024-02-29,30.79,40.75,30.74891672258103,87.34805010064585,Caution,yellow
2024-03-01,30.23,51.93,31.722397256695963,89.10031506205273,Caution,yellow
2024-03-02,27.82,60.91,29.282654879183333,84.70877878253,Caution,yellow
2024-03-03,25.06,63.04,25.267599999999998,77.48168,Low Risk,green
2024-03-04,24.15,45.96,23.820622222222223,74.87712,Low Risk,green
2024-03-05,24.8,31.66,24.162233333333333,75.49202,Low Risk,green
2024-03-06,25.53,29.34,24.90465555555556,76.82838000000001,Low Risk,green
2024-03-07,27.12,32.64,26.60389582455253,79.88701248419456,Low Risk,green
2024-03-08,28.4,29.81,27.384861888964835,81.29275140013671,Caution,yellow
2024-03-09,28.74,29.07,27.612166214630278,81.7018991863345,Caution,yellow
2024-03-10,28.33,31.3,27.40713279186452,81.33283902535614,Caution,yellow
2024-03-11,28.96,33.83,28.080694856070732,82.54525074092732,Caution,yellow
2024-03-12,28.98,42.17,28.786410907954778,83.8155396343186,Caution,yellow
2024-03-13,27.69,54.48,28.487197414152863,83.27695534547516,Caution,yellow
2024-03-14,26.78,53.52,27.413487083808327,81.34427675085499,Caution,yellow
2024-03-15,25.92,50.69,25.891127777777783,78.60403000000001,Low Risk,green
2024-03-16,26.32,46.77,26.228772222222226,79.21179000000001,Low Risk,green
2024-03-17,27.28,47.09,27.494677223311484,81.49041900196067,Caution,yellow
2024-03-18,27.84,50.8,28.34016599141788,83.01229878455219,Caution,yellow
2024-03-19,28.27,53.7,29.136078663558433,84.44494159440518,Caution,yellow
2024-03-20,29.79,29.75,28.54209127514243,83.37576429525637,Caution,yellow
2024-03-21,30.21,22.3,28.49453250329535,83.29015850593163,Caution,yellow
2024-03-22,29.91,37.13,29.28043356328316,84.70478041390969,Caution,yellow
2024-03-23,29.45,45.86,29.727080859558832,85.5087455472059,Caution,yellow
2024-03-24,29.98,49.81,30.989905783128943,87.7818304096321,Caution,yellow
2024-03-25,30.2,50.83,31.486651241728666,88.6759722351116,Caution,yellow
2024-03-26,30.35,55.7,32.62417197579226,90.72350955642607,Extreme Caution,orange
2024-03-27,30.76,56.82,33.61490755359317,92.50683359646771,Extreme Caution,orange
2024-03-28,30.72,56.87,33.54947497200009,92.38905494960017,Extreme Caution,orange
2024-03-29,31.67,52.97,34.462403438958006,94.03232619012441,Extreme Caution,orange
2024-03-30,31.01,53.24,33.299667653960604,91.93940177712909,Extreme Caution,orange
2024-03-31,31.52,46.06,32.68631158893311,90.83536086007959,Extreme Caution,orange
2024-04-01,30.76,45.94,31.507181119299048,88.71292601473829,Caution,yellow
2024-04-02,30.07,47.34,30.74320920660202,87.33777657188364,Caution,yellow
2024-04-03,30.32,48.47,31.277580590649293,88.29964506316873,Caution,yellow
2024-04-04,30.61,48.91,31.790111769376423,89.22220118487756,Caution,yellow
2024-04-05,31.18,53.18,33.594866305572396,92.4707593500303,Extreme Caution,orange
2024-04-06,31.6,45.42,32.687615475263975,90.83770785547514,Extreme Caution,orange
2024-04-07,30.77,48.07,31.888591318224737,89.39946437280453,Caution,yellow
2024-04-08,30.63,52.42,32.46980334999593,90.44564602999267,Extreme Caution,orange
2024-04-09,30.93,53.32,33.17325861729459,91.71186551113027,Extreme Caution,orange
2024-04-10,31.09,52.2,33.220672987372204,91.79721137726997,Extreme Caution,orange
2024-04-11,31.32,46.27,32.411732114163264,90.34111780549388,Extreme Caution,orange
2024-04-12,31.09,45.51,31.921027940028075,89.45785029205054,Caution,yellow
2024-04-13,29.92,50.14,30.952981756058584,87.71536716090546,Caution,yellow
2024-04-14,30.47,54.24,32.54914133874768,90.58845440974582,Extreme Caution,orange
2024-04-15,33.32,50.75,37.17179496191655,98.90923093144978,Extreme Caution,orange
2024-04-16,36.44,32.35,37.50407648383935,99.50733767091083,Extreme Caution,orange
2024-04-17,35.49,35.53,36.79371630313192,98.22868934563746,Extreme Caution,orange
2024-04-18,33.91,50.19,38.259549193786796,100.86718854881623,Extreme Caution,orange
2024-04-19,33.06,50.15,36.453680523152606,97.6166249416747,Extreme Caution,orange
2024-04-20,32.52,49.89,35.313550417332515,95.56439075119853,Extreme Caution,orange
2024-04-21,31.63,49.78,33.647596633025444,92.5656739394458,Extreme Caution,orange
2024-04-22,31.65,51.33,34.035572077659204,93.26402973978657,Extreme Caution,orange
2024-04-23,31.49,50.13,33.47888328393244,92.26198991107839,Extreme Caution,orange
2024-04-24,31.55,52.67,34.16349404368072,93.4942892786253,Extreme Caution,orange
2024-04-25,32.35,50.83,35.231818116744066,95.41727261013932,Extreme Caution,orange
2024-04-26,32.9,50.29,36.170431677595566,97.10677701967202,Extreme Caution,orange
2024-04-27,33.98,47.74,37.609848136112504,99.6977266450025,Extreme Caution,orange
2024-04-28,34.83,46.03,38.828362513491655,101.89105252428497,Extreme Caution,orange
2024-04-29,34.4,41.45,36.53174945864262,97.75714902555673,Extreme Caution,orange
2024-04-30,33.84,44.3,36.29952372603476,97.33914270686256,Extreme Caution,orange
2024-05-01,32.15,48.07,34.17696911953582,93.51854441516448,Extreme Caution,orange
2024-05-02,31.45,49.75,33.3272021866535,91.9889639359763,Extreme Caution,orange
2024-05-03,30.95,50.19,32.57147846063938,90.62866122915088,Extreme Caution,orange
2024-05-04,31.18,54.78,33.95604085846436,93.12087354523585,Extreme Caution,orange
2024-05-05,32.39,56.44,36.89032111340421,98.40257800412758,Extreme Caution,orange
2024-05-06,31.72,59.1,36.17269009987974,97.11084217978353,Extreme Caution,orange
2024-05-07,31.68,60.87,36.58780960822801,97.85805729481041,Extreme Caution,orange
2024-05-08,31.9,55.98,35.69826145265685,96.25687061478234,Extreme Caution,orange
2024-05-09,31.33,58.65,35.202988969220186,95.36538014459634,Extreme Caution,orange
2024-05-10,31.95,56.2,35.86423511177239,96.5556232011903,Extreme Caution,orange
2024-05-11,32.5,53.35,36.22228264358684,97.20010875845631,Extreme Caution,orange
2024-05-12,31.4,61.88,36.228759464539685,97.21176703617144,Extreme Caution,orange
2024-05-13,32.3,58.66,37.36329801005021,99.25393641809038,Extreme Caution,orange
2024-05-14,32.33,59.77,37.783344733667356,100.01002052060124,Extreme Caution,orange
2024-05-15,32.26,61.98,38.32874442467717,100.9917399644189,Extreme Caution,orange
2024-05-16,33.03,59.67,39.4758738240316,103.05657288325689,Extreme Caution,orange
2024-05-17,32.1,64.63,38.802052605185594,101.84369468933407,Extreme Caution,orange
2024-05-18,32.94,61.18,39.78975527690417,103.6215594984275,Extreme Caution,orange
2024-05-19,33.15,58.77,39.456107115527885,103.0209928079502,Extreme Caution,orange
2024-05-20,32.85,61.37,39.624219199356,103.3235945588408,Extreme Caution,orange
2024-05-21,32.49,64.86,39.92634719761094,103.86742495569969,Extreme Caution,orange
2024-05-22,33.21,64.65,41.86584079806955,107.35851343652519,Danger,red
2024-05-23,33.46,58.74,40.23347262400878,104.42025072321582,Extreme Caution,orange
2024-05-24,32.49,63.89,39.57803505509614,103.24046309917304,Extreme Caution,orange
2024-05-25,31.72,63.88,37.58715617706062,99.65688111870912,Extreme Caution,orange
2024-05-26,31.72,64.31,37.72108109317193,99.89794596770949,Extreme Caution,orange
2024-05-27,31.81,64.38,37.970894123531906,100.34760942235742,Extreme Caution,orange
2024-05-28,32.13,62.56,38.19289019926196,100.74720235867153,Extreme Caution,orange
2024-05-29,31.96,66.32,39.001441961024305,102.20259552984375,Extreme Caution,orange
2024-05-30,32.05,65.76,39.05275116204399,102.29495209167918,Extreme Caution,orange
2024-05-31,32.31,64.91,39.45649776566216,103.02169597819189,Extreme Caution,orange
2024-06-01,32.53,62.81,39.30204270731321,102.74367687316378,Extreme Caution,orange
2024-06-02,32.38,59.97,37.967835631987015,100.34210413757663,Extreme Caution,orange
2024-06-03,31.6,64.97,37.62367720432789,99.7226189677902,Extreme Caution,orange
